#YY;MM;DD;hh;mm;WDIR;WSPD;GST;WVHT;DPD;APD;MWD;PRES;ATMP;WTMP;DEWP;VIS;PTDY;TIDE;
#yr;mo;dy;hr;mn;degT;m/s;m/s;m;sec;sec;degT;hPa;degC;degC;degC;nmi;hPa;ft;
2017;04;30;22;00;MM;MM;MM;MM;MM;MM;MM;999.5;10.1;MM;5.9;MM;MM;MM;
2017;04;30;21;00;MM;MM;MM;MM;MM;MM;MM;999.1;9.7;MM;6.6;MM;MM;MM;
