ID	dt	Pressure	Temperature	Conductivity	Salinity	Fluoro	Light
14013	2015-12-22 14:10:10	1.86	13.136	26.147	21.220	0.011	896.95
14013	2015-12-22 14:10:11	2.13	13.138	35.860	30.071	0.066	940.11
14013	2015-12-22 14:10:12	1.70	13.136	39.428	33.420	0.096	881.83
14013	2015-12-22 14:10:13	2.40	13.138	40.751	34.672	0.104	254.17
14013	2015-12-22 14:10:14	2.53	13.136	41.222	35.121	0.103	874.80
14013	2015-12-22 14:10:15	1.93	13.134	41.408	35.301	0.105	847.25
14013	2015-12-22 14:10:16	2.26	13.133	41.472	35.362	0.108	873.06
14013	2015-12-22 14:10:17	2.43	13.136	41.500	35.386	0.102	845.56
14013	2015-12-22 14:10:18	2.33	13.136	41.508	35.394	0.101	836.31
14013	2015-12-22 14:10:19	1.86	13.135	41.512	35.399	0.103	865.23
14013	2015-12-22 14:10:20	2.70	13.136	41.511	35.397	0.111	804.32
14013	2015-12-22 14:10:21	2.20	13.132	41.512	35.402	0.112	838.82
14013	2015-12-22 14:10:22	2.46	13.134	41.513	35.401	0.107	827.16
14013	2015-12-22 14:10:23	2.26	13.133	41.512	35.401	0.102	808.35
14013	2015-12-22 14:10:24	2.33	13.134	41.513	35.401	0.106	830.48
14013	2015-12-22 14:10:25	2.80	13.134	41.515	35.402	0.102	823.04
14013	2015-12-22 14:10:26	2.33	13.133	41.508	35.397	0.104	813.22
14013	2015-12-22 14:10:27	2.76	13.132	41.510	35.399	0.106	787.61
14013	2015-12-22 14:10:28	2.96	13.135	41.513	35.399	0.103	800.31
14013	2015-12-22 14:10:29	2.56	13.135	41.510	35.397	0.102	776.66
14013	2015-12-22 14:10:30	2.70	13.133	41.515	35.403	0.103	756.73
14013	2015-12-22 14:10:31	2.40	13.136	41.512	35.398	0.103	746.95
14013	2015-12-22 14:10:32	2.96	13.135	41.516	35.402	0.102	789.97
14013	2015-12-22 14:10:33	2.83	13.134	41.516	35.403	0.100	814.03
14013	2015-12-22 14:10:34	2.50	13.135	41.517	35.403	0.099	759.00
14013	2015-12-22 14:10:35	2.33	13.136	41.512	35.398	0.103	749.95
14013	2015-12-22 14:10:36	2.43	13.136	41.516	35.402	0.108	757.48
14013	2015-12-22 14:10:37	2.46	13.135	41.516	35.402	0.103	746.20
14013	2015-12-22 14:10:38	3.23	13.135	41.517	35.403	0.102	752.20
14013	2015-12-22 14:10:39	3.16	13.136	41.515	35.400	0.099	746.20
14013	2015-12-22 14:10:40	2.76	13.136	41.516	35.401	0.101	758.24
14013	2015-12-22 14:10:41	3.33	13.137	41.517	35.401	0.102	701.35
14013	2015-12-22 14:10:42	3.53	13.134	41.517	35.404	0.099	704.16
14013	2015-12-22 14:10:43	2.63	13.138	41.518	35.401	0.102	685.40
14013	2015-12-22 14:10:44	3.26	13.135	41.518	35.404	0.100	682.66
14013	2015-12-22 14:10:45	2.80	13.134	41.520	35.407	0.104	663.81
14013	2015-12-22 14:10:46	3.40	13.136	41.518	35.403	0.104	653.93
14013	2015-12-22 14:10:47	3.46	13.136	41.516	35.401	0.106	651.32
14013	2015-12-22 14:10:48	3.90	13.137	41.515	35.399	0.105	609.11
14013	2015-12-22 14:10:49	4.56	13.136	41.516	35.401	0.109	633.97
14013	2015-12-22 14:10:50	4.56	13.136	41.516	35.401	0.105	596.45
14013	2015-12-22 14:10:51	4.80	13.138	41.517	35.400	0.103	575.94
14013	2015-12-22 14:10:52	4.16	13.135	41.521	35.406	0.104	594.67
14013	2015-12-22 14:10:53	3.96	13.136	41.522	35.407	0.106	616.46
14013	2015-12-22 14:10:54	3.36	13.139	41.523	35.405	0.105	640.98
14013	2015-12-22 14:10:55	3.56	13.140	41.525	35.406	0.101	671.83
14013	2015-12-22 14:10:56	4.23	13.141	41.523	35.403	0.105	658.52
14013	2015-12-22 14:10:57	3.63	13.140	41.522	35.403	0.109	723.43
14013	2015-12-22 14:10:58	4.80	13.142	41.525	35.403	0.105	653.28
14013	2015-12-22 14:10:59	4.33	13.139	41.525	35.406	0.109	678.58
14013	2015-12-22 14:11:00	3.76	13.139	41.526	35.408	0.105	640.34
14013	2015-12-22 14:11:01	4.23	13.142	41.526	35.405	0.102	639.70
14013	2015-12-22 14:11:02	3.46	13.139	41.523	35.405	0.102	688.15
14013	2015-12-22 14:11:03	4.46	13.141	41.522	35.402	0.101	667.14
14013	2015-12-22 14:11:04	4.40	13.142	41.525	35.404	0.103	629.55
14013	2015-12-22 14:11:05	5.06	13.142	41.525	35.403	0.102	625.16
14013	2015-12-22 14:11:06	4.40	13.142	41.526	35.405	0.109	610.33
14013	2015-12-22 14:11:07	4.46	13.140	41.525	35.405	0.111	586.40
14013	2015-12-22 14:11:08	4.86	13.136	41.525	35.409	0.104	589.34
14013	2015-12-22 14:11:09	5.33	13.137	41.523	35.406	0.107	603.65
14013	2015-12-22 14:11:10	4.76	13.137	41.522	35.405	0.103	608.50
14013	2015-12-22 14:11:11	4.93	13.137	41.526	35.409	0.106	615.85
14013	2015-12-22 14:11:12	4.76	13.136	41.526	35.410	0.103	604.26
14013	2015-12-22 14:11:13	4.70	13.138	41.523	35.405	0.102	617.08
14013	2015-12-22 14:11:14	5.50	13.141	41.526	35.405	0.103	589.93
14013	2015-12-22 14:11:15	4.90	13.141	41.528	35.407	0.103	574.79
14013	2015-12-22 14:11:16	5.73	13.140	41.530	35.410	0.101	547.30
14013	2015-12-22 14:11:17	4.96	13.140	41.528	35.408	0.106	552.80
14013	2015-12-22 14:11:18	5.50	13.142	41.525	35.403	0.109	519.57
14013	2015-12-22 14:11:19	4.66	13.143	41.526	35.404	0.108	523.74
14013	2015-12-22 14:11:20	5.63	13.142	41.528	35.406	0.109	542.94
14013	2015-12-22 14:11:21	5.90	13.145	41.532	35.407	0.101	560.04
14013	2015-12-22 14:11:22	5.63	13.148	41.536	35.408	0.101	539.15
14013	2015-12-22 14:11:23	6.16	13.145	41.533	35.408	0.105	544.03
14013	2015-12-22 14:11:24	5.70	13.145	41.536	35.411	0.105	561.16
14013	2015-12-22 14:11:25	6.03	13.146	41.535	35.409	0.101	545.66
14013	2015-12-22 14:11:26	6.16	13.141	41.530	35.409	0.103	565.66
14013	2015-12-22 14:11:27	5.83	13.142	41.530	35.408	0.107	573.64
14013	2015-12-22 14:11:28	5.50	13.142	41.532	35.410	0.105	578.82
14013	2015-12-22 14:11:29	5.16	13.141	41.528	35.407	0.107	571.35
14013	2015-12-22 14:11:30	5.06	13.141	41.528	35.407	0.104	580.56
14013	2015-12-22 14:11:31	4.33	13.140	41.530	35.410	0.108	593.48
14013	2015-12-22 14:11:32	5.63	13.142	41.532	35.410	0.107	624.53
14013	2015-12-22 14:11:33	5.20	13.142	41.530	35.408	0.107	563.97
14013	2015-12-22 14:11:34	5.23	13.143	41.530	35.407	0.105	582.89
14013	2015-12-22 14:11:35	5.50	13.142	41.530	35.408	0.108	597.65
14013	2015-12-22 14:11:36	5.96	13.141	41.531	35.410	0.103	574.21
14013	2015-12-22 14:11:37	5.43	13.140	41.536	35.416	0.103	596.45
14013	2015-12-22 14:11:38	6.30	13.142	41.537	35.414	0.104	574.79
14013	2015-12-22 14:11:39	5.40	13.142	41.537	35.415	0.102	563.97
14013	2015-12-22 14:11:40	6.33	13.142	41.533	35.410	0.109	555.02
14013	2015-12-22 14:11:41	6.10	13.141	41.533	35.411	0.105	550.60
14013	2015-12-22 14:11:42	5.76	13.140	41.535	35.414	0.102	550.04
14013	2015-12-22 14:11:43	6.13	13.141	41.532	35.411	0.104	530.07
14013	2015-12-22 14:11:44	5.73	13.142	41.533	35.411	0.106	538.61
14013	2015-12-22 14:11:45	5.80	13.143	41.537	35.414	0.104	575.36
14013	2015-12-22 14:11:46	5.63	13.142	41.536	35.414	0.103	574.21
14013	2015-12-22 14:11:47	5.60	13.142	41.537	35.415	0.103	585.81
14013	2015-12-22 14:11:48	5.86	13.144	41.538	35.414	0.100	589.93
14013	2015-12-22 14:11:49	5.63	13.142	41.540	35.417	0.102	620.79
14013	2015-12-22 14:11:50	4.93	13.142	41.541	35.419	0.103	601.24
14013	2015-12-22 14:11:51	5.06	13.142	41.538	35.416	0.103	588.75
14013	2015-12-22 14:11:52	4.50	13.144	41.533	35.409	0.105	594.07
14013	2015-12-22 14:11:53	5.43	13.142	41.537	35.415	0.106	607.29
14013	2015-12-22 14:11:54	5.50	13.142	41.536	35.414	0.108	598.84
14013	2015-12-22 14:11:55	4.96	13.142	41.537	35.415	0.104	619.55
14013	2015-12-22 14:11:56	5.26	13.141	41.536	35.415	0.105	621.42
14013	2015-12-22 14:11:57	4.76	13.142	41.535	35.413	0.102	619.55
14013	2015-12-22 14:11:58	5.46	13.143	41.536	35.413	0.107	608.50
14013	2015-12-22 14:11:59	5.06	13.142	41.535	35.413	0.103	607.89
14013	2015-12-22 14:12:00	5.50	13.143	41.536	35.413	0.107	592.88
14013	2015-12-22 14:12:01	6.13	13.143	41.537	35.413	0.107	565.10
14013	2015-12-22 14:12:02	5.96	13.143	41.536	35.413	0.110	553.91
14013	2015-12-22 14:12:03	6.20	13.142	41.535	35.412	0.106	603.65
14013	2015-12-22 14:12:04	4.93	13.140	41.536	35.416	0.104	618.32
14013	2015-12-22 14:12:05	5.60	13.142	41.536	35.414	0.104	598.84
14013	2015-12-22 14:12:06	5.46	13.142	41.536	35.414	0.102	619.55
14013	2015-12-22 14:12:07	5.60	13.143	41.540	35.417	0.102	633.97
14013	2015-12-22 14:12:08	5.03	13.144	41.541	35.417	0.103	590.52
14013	2015-12-22 14:12:09	5.83	13.143	41.536	35.413	0.102	602.45
14013	2015-12-22 14:12:10	5.00	13.145	41.535	35.410	0.107	615.23
14013	2015-12-22 14:12:11	5.70	13.145	41.536	35.411	0.108	604.86
14013	2015-12-22 14:12:12	5.80	13.145	41.537	35.412	0.102	592.88
14013	2015-12-22 14:12:13	5.83	13.143	41.536	35.413	0.103	598.84
14013	2015-12-22 14:12:14	5.86	13.142	41.537	35.414	0.104	597.65
14013	2015-12-22 14:12:15	6.26	13.143	41.533	35.410	0.102	569.64
14013	2015-12-22 14:12:16	6.66	13.144	41.537	35.412	0.103	577.67
14013	2015-12-22 14:12:17	6.73	13.143	41.540	35.416	0.105	561.16
14013	2015-12-22 14:12:18	6.56	13.142	41.543	35.420	0.104	539.15
14013	2015-12-22 14:12:19	6.80	13.143	41.545	35.421	0.105	541.31
14013	2015-12-22 14:12:20	6.80	13.143	41.541	35.417	0.102	532.19
14013	2015-12-22 14:12:21	6.66	13.143	41.542	35.418	0.109	563.97
14013	2015-12-22 14:12:22	6.90	13.144	41.546	35.421	0.107	543.48
14013	2015-12-22 14:12:23	7.43	13.145	41.545	35.419	0.103	540.23
14013	2015-12-22 14:12:24	7.03	13.144	41.540	35.415	0.106	539.15
14013	2015-12-22 14:12:25	7.36	13.146	41.542	35.415	0.103	547.85
14013	2015-12-22 14:12:26	7.30	13.145	41.542	35.416	0.107	561.16
14013	2015-12-22 14:12:27	6.93	13.145	41.542	35.416	0.105	548.40
14013	2015-12-22 14:12:28	7.26	13.147	41.545	35.417	0.106	543.48
14013	2015-12-22 14:12:29	7.66	13.147	41.545	35.417	0.103	555.57
14013	2015-12-22 14:12:30	7.30	13.146	41.545	35.418	0.103	556.69
14013	2015-12-22 14:12:31	6.93	13.147	41.540	35.412	0.103	561.16
14013	2015-12-22 14:12:32	7.03	13.146	41.543	35.416	0.108	542.40
14013	2015-12-22 14:12:33	7.36	13.147	41.541	35.413	0.111	519.57
14013	2015-12-22 14:12:34	7.66	13.145	41.545	35.419	0.105	532.72
14013	2015-12-22 14:12:35	7.00	13.147	41.546	35.418	0.108	554.46
14013	2015-12-22 14:12:36	7.26	13.148	41.546	35.417	0.105	551.15
14013	2015-12-22 14:12:37	6.83	13.148	41.550	35.421	0.102	551.70
14013	2015-12-22 14:12:38	7.00	13.148	41.547	35.418	0.108	535.39
14013	2015-12-22 14:12:39	7.30	13.148	41.552	35.423	0.103	539.15
14013	2015-12-22 14:12:40	6.86	13.150	41.552	35.421	0.099	528.48
14013	2015-12-22 14:12:41	7.66	13.151	41.552	35.420	0.102	538.08
14013	2015-12-22 14:12:42	7.53	13.150	41.550	35.419	0.102	523.74
14013	2015-12-22 14:12:43	8.20	13.151	41.550	35.417	0.101	534.32
14013	2015-12-22 14:12:44	7.70	13.148	41.548	35.419	0.101	541.86
14013	2015-12-22 14:12:45	7.40	13.148	41.546	35.417	0.105	548.95
14013	2015-12-22 14:12:46	7.36	13.150	41.550	35.419	0.103	541.86
14013	2015-12-22 14:12:47	7.43	13.150	41.552	35.421	0.105	541.31
14013	2015-12-22 14:12:48	7.83	13.148	41.550	35.420	0.099	542.40
14013	2015-12-22 14:12:49	8.30	13.150	41.548	35.416	0.103	532.19
14013	2015-12-22 14:12:50	7.56	13.151	41.547	35.415	0.099	519.57
14013	2015-12-22 14:12:51	8.13	13.150	41.548	35.416	0.100	523.74
14013	2015-12-22 14:12:52	8.20	13.151	41.550	35.417	0.107	529.01
14013	2015-12-22 14:12:53	8.13	13.151	41.552	35.419	0.107	519.57
14013	2015-12-22 14:12:54	7.76	13.151	41.552	35.420	0.102	498.20
14013	2015-12-22 14:12:55	8.00	13.151	41.552	35.419	0.107	502.20
14013	2015-12-22 14:12:56	8.56	13.151	41.561	35.428	0.105	508.77
14013	2015-12-22 14:12:57	8.30	13.151	41.555	35.422	0.101	515.94
14013	2015-12-22 14:12:58	7.86	13.152	41.552	35.419	0.102	516.98
14013	2015-12-22 14:12:59	8.23	13.152	41.547	35.414	0.104	525.84
14013	2015-12-22 14:13:00	7.93	13.153	41.555	35.420	0.101	522.17
14013	2015-12-22 14:13:01	8.60	13.154	41.558	35.422	0.104	527.95
14013	2015-12-22 14:13:02	7.96	13.153	41.560	35.425	0.102	504.21
14013	2015-12-22 14:13:03	7.70	13.154	41.557	35.422	0.100	518.53
14013	2015-12-22 14:13:04	8.50	13.154	41.557	35.421	0.106	525.84
14013	2015-12-22 14:13:05	8.33	13.155	41.556	35.419	0.103	525.84
14013	2015-12-22 14:13:06	7.56	13.154	41.556	35.421	0.101	509.28
14013	2015-12-22 14:13:07	8.76	13.154	41.556	35.420	0.107	505.22
14013	2015-12-22 14:13:08	8.53	13.153	41.553	35.418	0.103	506.23
14013	2015-12-22 14:13:09	8.33	13.152	41.551	35.417	0.100	502.70
14013	2015-12-22 14:13:10	8.53	13.153	41.555	35.420	0.102	495.22
14013	2015-12-22 14:13:11	8.26	13.156	41.556	35.418	0.106	486.87
14013	2015-12-22 14:13:12	8.43	13.152	41.560	35.426	0.100	497.20
14013	2015-12-22 14:13:13	8.13	13.154	41.557	35.421	0.101	506.74
14013	2015-12-22 14:13:14	8.23	13.153	41.555	35.420	0.102	522.17
14013	2015-12-22 14:13:15	8.03	13.154	41.555	35.419	0.101	532.19
14013	2015-12-22 14:13:16	8.30	13.154	41.556	35.420	0.104	529.54
14013	2015-12-22 14:13:17	8.06	13.155	41.557	35.420	0.103	524.27
14013	2015-12-22 14:13:18	7.73	13.157	41.562	35.423	0.099	522.70
14013	2015-12-22 14:13:19	8.66	13.159	41.563	35.422	0.104	524.79
14013	2015-12-22 14:13:20	8.43	13.160	41.563	35.421	0.102	509.79
14013	2015-12-22 14:13:21	7.80	13.161	41.563	35.421	0.102	515.43
14013	2015-12-22 14:13:22	8.26	13.160	41.563	35.421	0.101	533.26
14013	2015-12-22 14:13:23	7.26	13.160	41.563	35.422	0.103	523.74
14013	2015-12-22 14:13:24	7.96	13.160	41.567	35.425	0.098	496.71
14013	2015-12-22 14:13:25	8.03	13.158	41.566	35.426	0.102	500.70
14013	2015-12-22 14:13:26	8.03	13.161	41.565	35.422	0.108	514.91
14013	2015-12-22 14:13:27	8.50	13.162	41.565	35.421	0.104	520.61
14013	2015-12-22 14:13:28	8.53	13.161	41.566	35.423	0.100	507.25
14013	2015-12-22 14:13:29	8.23	13.161	41.563	35.420	0.105	501.20
14013	2015-12-22 14:13:30	8.13	13.160	41.565	35.423	0.101	517.50
14013	2015-12-22 14:13:31	7.93	13.159	41.562	35.422	0.101	492.75
14013	2015-12-22 14:13:32	8.26	13.160	41.560	35.419	0.103	495.22
14013	2015-12-22 14:13:33	8.20	13.161	41.560	35.418	0.100	491.76
14013	2015-12-22 14:13:34	7.96	13.161	41.563	35.421	0.101	515.43
14013	2015-12-22 14:13:35	7.93	13.162	41.565	35.422	0.103	529.01
14013	2015-12-22 14:13:36	8.26	13.163	41.570	35.425	0.105	514.91
14013	2015-12-22 14:13:37	8.53	13.162	41.568	35.424	0.100	498.70
14013	2015-12-22 14:13:38	8.66	13.163	41.570	35.425	0.097	496.21
14013	2015-12-22 14:13:39	8.66	13.163	41.570	35.425	0.104	498.70
14013	2015-12-22 14:13:40	8.66	13.162	41.567	35.423	0.103	504.21
14013	2015-12-22 14:13:41	7.63	13.161	41.566	35.424	0.104	521.13
14013	2015-12-22 14:13:42	8.53	13.165	41.571	35.424	0.102	526.89
14013	2015-12-22 14:13:43	7.56	13.167	41.571	35.423	0.104	522.17
14013	2015-12-22 14:13:44	8.43	13.164	41.570	35.424	0.105	516.98
14013	2015-12-22 14:13:45	7.86	13.166	41.568	35.421	0.101	527.42
14013	2015-12-22 14:13:46	7.96	13.166	41.571	35.424	0.106	517.50
14013	2015-12-22 14:13:47	8.20	13.169	41.577	35.426	0.102	515.43
14013	2015-12-22 14:13:48	8.20	13.170	41.576	35.424	0.099	502.20
14013	2015-12-22 14:13:49	8.20	13.169	41.575	35.424	0.099	516.46
14013	2015-12-22 14:13:50	8.30	13.169	41.576	35.425	0.101	520.09
14013	2015-12-22 14:13:51	8.20	13.169	41.576	35.425	0.101	515.43
14013	2015-12-22 14:13:52	8.10	13.167	41.573	35.424	0.101	490.78
14013	2015-12-22 14:13:53	7.86	13.170	41.577	35.426	0.104	489.31
14013	2015-12-22 14:13:54	8.56	13.170	41.577	35.425	0.098	493.24
14013	2015-12-22 14:13:55	8.63	13.170	41.576	35.424	0.102	500.70
14013	2015-12-22 14:13:56	8.43	13.172	41.580	35.426	0.099	498.20
14013	2015-12-22 14:13:57	8.60	13.172	41.577	35.423	0.098	520.61
14013	2015-12-22 14:13:58	8.26	13.170	41.581	35.429	0.101	522.17
14013	2015-12-22 14:13:59	8.33	13.171	41.582	35.429	0.099	504.72
14013	2015-12-22 14:14:00	8.20	13.170	41.585	35.433	0.104	500.20
14013	2015-12-22 14:14:01	8.33	13.171	41.582	35.429	0.104	502.70
14013	2015-12-22 14:14:02	8.43	13.170	41.582	35.430	0.100	493.24
14013	2015-12-22 14:14:03	8.33	13.174	41.582	35.426	0.098	492.75
14013	2015-12-22 14:14:04	8.76	13.172	41.581	35.427	0.100	513.89
14013	2015-12-22 14:14:05	8.33	13.173	41.581	35.426	0.102	498.70
14013	2015-12-22 14:14:06	8.33	13.170	41.580	35.428	0.100	491.76
14013	2015-12-22 14:14:07	8.43	13.173	41.580	35.425	0.104	493.24
14013	2015-12-22 14:14:08	7.93	13.173	41.583	35.428	0.104	505.22
14013	2015-12-22 14:14:09	8.13	13.175	41.587	35.430	0.102	500.20
14013	2015-12-22 14:14:10	8.36	13.178	41.592	35.432	0.099	498.20
14013	2015-12-22 14:14:11	8.33	13.179	41.592	35.431	0.103	514.91
14013	2015-12-22 14:14:12	8.40	13.179	41.593	35.432	0.098	522.70
14013	2015-12-22 14:14:13	7.86	13.178	41.591	35.431	0.103	524.27
14013	2015-12-22 14:14:14	8.00	13.179	41.591	35.430	0.099	518.53
14013	2015-12-22 14:14:15	8.20	13.183	41.596	35.431	0.098	496.71
14013	2015-12-22 14:14:16	8.06	13.184	41.593	35.428	0.097	482.51
14013	2015-12-22 14:14:17	8.70	13.183	41.593	35.428	0.099	481.55
14013	2015-12-22 14:14:18	8.80	13.182	41.593	35.429	0.100	485.41
14013	2015-12-22 14:14:19	8.03	13.182	41.597	35.433	0.105	507.76
14013	2015-12-22 14:14:20	8.50	13.182	41.596	35.432	0.104	473.43
14013	2015-12-22 14:14:21	8.53	13.181	41.595	35.432	0.102	452.14
14013	2015-12-22 14:14:22	8.70	13.182	41.596	35.432	0.101	486.87
14013	2015-12-22 14:14:23	8.56	13.184	41.602	35.436	0.102	484.93
14013	2015-12-22 14:14:24	8.30	13.183	41.600	35.435	0.100	487.36
14013	2015-12-22 14:14:25	8.50	13.184	41.597	35.431	0.099	475.80
14013	2015-12-22 14:14:26	8.63	13.186	41.595	35.427	0.099	479.62
14013	2015-12-22 14:14:27	8.50	13.185	41.593	35.427	0.101	493.24
14013	2015-12-22 14:14:28	8.96	13.185	41.595	35.428	0.102	507.25
14013	2015-12-22 14:14:29	8.30	13.185	41.596	35.429	0.103	486.38
14013	2015-12-22 14:14:30	7.70	13.189	41.601	35.431	0.100	452.60
14013	2015-12-22 14:14:31	8.63	13.188	41.600	35.430	0.104	465.91
14013	2015-12-22 14:14:32	8.03	13.189	41.603	35.433	0.102	472.95
14013	2015-12-22 14:14:33	8.36	13.189	41.601	35.430	0.105	488.33
14013	2015-12-22 14:14:34	8.30	13.188	41.605	35.435	0.102	503.71
14013	2015-12-22 14:14:35	8.30	13.189	41.603	35.432	0.107	496.71
14013	2015-12-22 14:14:36	8.43	13.189	41.602	35.431	0.103	476.28
14013	2015-12-22 14:14:37	8.76	13.186	41.600	35.432	0.100	477.23
14013	2015-12-22 14:14:38	8.30	13.186	41.598	35.430	0.098	471.07
14013	2015-12-22 14:14:39	8.83	13.186	41.600	35.432	0.101	469.66
14013	2015-12-22 14:14:40	8.30	13.186	41.598	35.430	0.102	485.41
14013	2015-12-22 14:14:41	8.40	13.192	41.603	35.430	0.107	473.90
14013	2015-12-22 14:14:42	8.26	13.192	41.606	35.432	0.108	464.98
14013	2015-12-22 14:14:43	8.36	13.192	41.605	35.431	0.100	469.19
14013	2015-12-22 14:14:44	8.50	13.190	41.605	35.433	0.098	467.31
14013	2015-12-22 14:14:45	8.56	13.192	41.603	35.429	0.102	461.28
14013	2015-12-22 14:14:46	7.46	13.194	41.607	35.432	0.103	469.66
14013	2015-12-22 14:14:47	8.33	13.194	41.607	35.432	0.101	485.41
14013	2015-12-22 14:14:48	8.36	13.192	41.606	35.432	0.102	484.44
14013	2015-12-22 14:14:49	8.66	13.192	41.606	35.432	0.100	501.70
14013	2015-12-22 14:14:50	8.66	13.190	41.606	35.434	0.098	494.72
14013	2015-12-22 14:14:51	8.66	13.194	41.612	35.436	0.099	472.01
14013	2015-12-22 14:14:52	9.10	13.194	41.610	35.434	0.101	468.25
14013	2015-12-22 14:14:53	8.03	13.195	41.607	35.431	0.104	464.98
14013	2015-12-22 14:14:54	8.60	13.193	41.608	35.433	0.104	478.66
14013	2015-12-22 14:14:55	7.93	13.192	41.607	35.434	0.100	481.06
14013	2015-12-22 14:14:56	8.60	13.192	41.608	35.434	0.098	471.07
14013	2015-12-22 14:14:57	8.66	13.193	41.611	35.436	0.101	467.31
14013	2015-12-22 14:14:58	8.53	13.194	41.612	35.436	0.100	468.25
14013	2015-12-22 14:14:59	8.53	13.194	41.610	35.434	0.100	458.06
14013	2015-12-22 14:15:00	8.10	13.194	41.611	35.435	0.103	455.78
14013	2015-12-22 14:15:01	8.80	13.196	41.613	35.435	0.105	471.07
14013	2015-12-22 14:15:02	9.13	13.195	41.611	35.434	0.101	483.48
14013	2015-12-22 14:15:03	8.03	13.196	41.612	35.435	0.107	462.20
14013	2015-12-22 14:15:04	8.83	13.196	41.613	35.435	0.102	461.28
14013	2015-12-22 14:15:05	9.06	13.196	41.611	35.433	0.101	448.09
14013	2015-12-22 14:15:06	8.83	13.196	41.612	35.434	0.103	443.19
14013	2015-12-22 14:15:07	8.43	13.198	41.612	35.432	0.100	468.72
14013	2015-12-22 14:15:08	8.86	13.197	41.612	35.433	0.103	479.62
14013	2015-12-22 14:15:09	8.10	13.195	41.610	35.434	0.107	488.82
14013	2015-12-22 14:15:10	8.93	13.198	41.615	35.435	0.103	473.43
14013	2015-12-22 14:15:11	9.23	13.198	41.613	35.433	0.101	464.98
14013	2015-12-22 14:15:12	8.43	13.198	41.612	35.432	0.099	468.72
14013	2015-12-22 14:15:13	9.03	13.200	41.616	35.434	0.103	459.90
14013	2015-12-22 14:15:14	8.43	13.198	41.616	35.436	0.099	491.27
14013	2015-12-22 14:15:15	8.26	13.197	41.616	35.437	0.096	488.82
14013	2015-12-22 14:15:16	8.43	13.200	41.617	35.435	0.104	469.19
14013	2015-12-22 14:15:17	9.10	13.198	41.616	35.436	0.098	465.91
14013	2015-12-22 14:15:18	8.53	13.198	41.615	35.435	0.101	458.98
14013	2015-12-22 14:15:19	8.56	13.198	41.617	35.437	0.100	451.24
14013	2015-12-22 14:15:20	8.86	13.199	41.616	35.435	0.100	459.90
14013	2015-12-22 14:15:21	8.00	13.199	41.618	35.437	0.099	471.54
14013	2015-12-22 14:15:22	8.23	13.198	41.617	35.437	0.100	477.71
14013	2015-12-22 14:15:23	8.23	13.198	41.618	35.438	0.102	482.03
14013	2015-12-22 14:15:24	8.66	13.200	41.617	35.435	0.099	462.66
14013	2015-12-22 14:15:25	8.33	13.200	41.616	35.434	0.101	478.19
14013	2015-12-22 14:15:26	8.93	13.198	41.613	35.433	0.103	460.36
14013	2015-12-22 14:15:27	8.76	13.195	41.611	35.434	0.099	478.66
14013	2015-12-22 14:15:28	8.03	13.195	41.612	35.435	0.099	485.41
14013	2015-12-22 14:15:29	8.36	13.195	41.613	35.436	0.102	480.10
14013	2015-12-22 14:15:30	8.50	13.195	41.611	35.434	0.100	469.19
14013	2015-12-22 14:15:31	8.10	13.195	41.613	35.436	0.105	469.19
14013	2015-12-22 14:15:32	7.63	13.194	41.616	35.440	0.101	459.90
14013	2015-12-22 14:15:33	8.26	13.201	41.617	35.435	0.099	474.85
14013	2015-12-22 14:15:34	7.66	13.200	41.616	35.435	0.099	482.03
14013	2015-12-22 14:15:35	8.06	13.200	41.616	35.435	0.099	505.22
14013	2015-12-22 14:15:36	7.53	13.196	41.616	35.439	0.105	501.20
14013	2015-12-22 14:15:37	8.53	13.201	41.617	35.434	0.105	464.98
14013	2015-12-22 14:15:38	7.80	13.198	41.617	35.438	0.108	476.75
14013	2015-12-22 14:15:39	8.43	13.196	41.616	35.438	0.105	452.60
14013	2015-12-22 14:15:40	8.30	13.196	41.615	35.437	0.101	469.19
14013	2015-12-22 14:15:41	8.63	13.195	41.616	35.439	0.099	476.75
14013	2015-12-22 14:15:42	7.80	13.203	41.617	35.433	0.101	481.06
14013	2015-12-22 14:15:43	8.26	13.204	41.618	35.433	0.100	479.14
14013	2015-12-22 14:15:44	8.20	13.204	41.621	35.436	0.103	472.95
14013	2015-12-22 14:15:45	8.10	13.198	41.618	35.438	0.099	481.55
14013	2015-12-22 14:15:46	8.53	13.202	41.621	35.437	0.099	481.06
14013	2015-12-22 14:15:47	8.36	13.204	41.621	35.435	0.102	474.38
14013	2015-12-22 14:15:48	7.56	13.201	41.621	35.439	0.102	476.75
14013	2015-12-22 14:15:49	7.93	13.203	41.621	35.437	0.101	492.26
14013	2015-12-22 14:15:50	8.00	13.203	41.622	35.438	0.101	498.20
14013	2015-12-22 14:15:51	8.00	13.204	41.621	35.436	0.101	459.44
14013	2015-12-22 14:15:52	8.06	13.204	41.621	35.436	0.101	498.70
14013	2015-12-22 14:15:53	7.63	13.204	41.622	35.437	0.103	494.72
14013	2015-12-22 14:15:54	8.30	13.204	41.626	35.440	0.102	495.71
14013	2015-12-22 14:15:55	8.10	13.205	41.627	35.440	0.102	507.25
14013	2015-12-22 14:15:56	7.76	13.203	41.625	35.440	0.102	503.21
14013	2015-12-22 14:15:57	7.93	13.204	41.622	35.437	0.103	530.07
14013	2015-12-22 14:15:58	7.96	13.203	41.621	35.437	0.102	479.14
