MMSI, STATUS, SPEED, LON, LAT, COURSE, HEADING, TIMESTAMP, SHIP_ID
228263700,0,7,-3.962305,48.71863,220,213,2015-12-21T10:30:38,50
228263700,0,18,-3.961975,48.71941,352,139,2015-12-21T10:34:24,50
228263700,0,9,-3.962133,48.72028,40,131,2015-12-21T10:36:24,50
228263700,0,0,-3.962295,48.72053,136,136,2015-12-21T10:40:12,50
228263700,5,0,-3.962375,48.72057,137,137,2015-12-21T11:02:11,50
228263700,5,0,-3.962377,48.72057,137,137,2015-12-21T11:23:11,50
228263700,5,0,-3.962377,48.72057,137,137,2015-12-21T11:44:11,50
228263700,5,0,-3.962372,48.72056,136,136,2015-12-21T12:05:11,50
228263700,5,0,-3.962373,48.72056,135,136,2015-12-21T12:26:11,50
228263700,5,0,-3.962373,48.72057,137,137,2015-12-21T12:47:11,50
228263700,5,0,-3.962363,48.72057,137,137,2015-12-21T13:08:12,50
228263700,0,0,-3.962372,48.72057,136,137,2015-12-21T13:29:52,50
228263700,0,0,-3.962373,48.72057,136,137,2015-12-21T13:53:32,50
228263700,0,39,-3.961793,48.71975,130,142,2015-12-21T13:56:52,50
228263700,0,133,-3.951888,48.72347,27,27,2015-12-21T13:59:52,50
228263700,0,195,-3.947525,48.73764,4,5,2015-12-21T14:02:52,50
228263700,0,217,-3.947138,48.75526,0,359,2015-12-21T14:05:52,50
228263700,0,220,-3.944145,48.77469,5,2,2015-12-21T14:09:04,50
228263700,0,226,-3.942138,48.78839,4,2,2015-12-21T14:11:16,50
228263700,0,225,-3.940982,48.80094,2,0,2015-12-21T14:13:16,50
228263700,0,225,-3.940982,48.80094,2,0,2015-12-21T14:13:16,50
228263700,0,228,-3.939405,48.81358,4,1,2015-12-21T14:15:16,50
228263700,0,228,-3.937737,48.82625,5,1,2015-12-21T14:17:16,50
228263700,0,230,-3.936025,48.83897,3,0,2015-12-21T14:19:16,50
228263700,0,230,-3.934378,48.85174,5,1,2015-12-21T14:21:16,50
228263700,0,228,-3.93277,48.86452,2,359,2015-12-21T14:23:16,50
228263700,0,229,-3.931228,48.87727,3,0,2015-12-21T14:25:16,50
228263700,0,228,-3.929617,48.89002,2,0,2015-12-21T14:27:16,50
228263700,0,229,-3.92802,48.90276,4,1,2015-12-21T14:29:16,50
228263700,0,230,-3.926545,48.91557,2,0,2015-12-21T14:31:16,50
228263700,0,230,-3.925105,48.92876,3,1,2015-12-21T14:33:20,50
228263700,0,229,-3.924117,48.9415,359,355,2015-12-21T14:35:20,50
228263700,0,226,-3.924615,48.95414,358,354,2015-12-21T14:37:20,50
228263700,0,224,-3.925038,48.96755,1,358,2015-12-21T14:39:28,50
228263700,0,224,-3.924113,48.98002,9,5,2015-12-21T14:41:28,50
228263700,0,216,-3.921597,48.99206,7,4,2015-12-21T14:43:28,50
228263700,0,194,-3.918373,49.0056,6,4,2015-12-21T14:45:50,50
228263700,0,161,-3.915658,49.01616,6,5,2015-12-21T14:48:02,50
228263700,0,178,-3.912548,49.02522,16,11,2015-12-21T14:50:04,50
228263700,0,212,-3.908783,49.03624,13,9,2015-12-21T14:52:04,50
228263700,0,201,-3.905575,49.04734,9,6,2015-12-21T14:54:04,50
228263700,0,199,-3.903147,49.05842,7,5,2015-12-21T14:56:04,50
228263700,0,200,-3.900567,49.0695,7,5,2015-12-21T14:58:04,50
228263700,0,202,-3.898257,49.08066,7,4,2015-12-21T15:00:04,50
228263700,0,203,-3.895547,49.09396,6,4,2015-12-21T15:02:26,50
228263700,0,202,-3.893257,49.10516,10,6,2015-12-21T15:04:26,50
228263700,0,204,-3.887848,49.11953,16,14,2015-12-21T15:07:04,50
228263700,0,203,-3.882688,49.1316,13,10,2015-12-21T15:09:16,50
228263700,0,197,-3.879237,49.1425,10,8,2015-12-21T15:11:16,50
228263700,0,201,-3.875755,49.15457,13,9,2015-12-21T15:13:27,50
228263700,0,200,-3.87143,49.16883,11,9,2015-12-21T15:16:04,50
228263700,0,202,-3.867927,49.17985,16,11,2015-12-21T15:18:04,50
228263700,0,200,-3.864302,49.19078,12,11,2015-12-21T15:20:04,50
228263700,0,202,-3.861108,49.20183,11,8,2015-12-21T15:22:04,50
228263700,0,205,-3.858105,49.21298,11,7,2015-12-21T15:24:04,50
228263700,0,204,-3.855,49.22419,10,8,2015-12-21T15:26:04,50
228263700,0,204,-3.851967,49.23543,7,7,2015-12-21T15:28:04,50
228263700,0,205,-3.848655,49.24657,15,10,2015-12-21T15:30:04,50
228263700,0,199,-3.847888,49.25774,352,347,2015-12-21T15:32:04,50
228263700,0,198,-3.850215,49.26883,347,344,2015-12-21T15:34:04,50
228263700,0,194,-3.854053,49.27945,346,341,2015-12-21T15:36:04,50
228263700,0,196,-3.859238,49.29298,345,342,2015-12-21T15:38:38,50
228263700,0,196,-3.86383,49.30941,350,347,2015-12-21T15:41:40,50
228263700,0,195,-3.868863,49.32548,343,341,2015-12-21T15:44:40,50
228263700,0,195,-3.875237,49.34247,346,342,2015-12-21T15:47:52,50
228263700,0,195,-3.879503,49.35403,346,342,2015-12-21T15:50:04,50
228263700,0,195,-3.884032,49.36645,344,342,2015-12-21T15:52:23,50
228263700,0,195,-3.887955,49.37748,348,343,2015-12-21T15:54:27,50
228263700,0,200,-3.89249,49.38924,346,342,2015-12-21T15:56:39,50
228263700,0,174,-3.89559,49.40475,2,359,2015-12-21T15:59:39,50
228263700,0,144,-3.892475,49.41774,15,10,2015-12-21T16:02:40,50
228263700,0,152,-3.88722,49.43015,16,12,2015-12-21T16:05:46,50
228263700,0,158,-3.883177,49.44312,8,6,2015-12-21T16:08:49,50
228263700,0,157,-3.880495,49.45634,7,4,2015-12-21T16:11:49,50
228263700,0,158,-3.878017,49.46951,7,4,2015-12-21T16:14:49,50
228263700,0,158,-3.875412,49.48262,9,5,2015-12-21T16:17:49,50
228263700,0,152,-3.87356,49.49204,7,3,2015-12-21T16:20:02,50
228263700,0,156,-3.87214,49.50157,7,3,2015-12-21T16:22:14,50
228263700,0,157,-3.870967,49.51031,1,0,2015-12-21T16:24:14,50
228263700,0,158,-3.869858,49.51917,4,1,2015-12-21T16:26:14,50
228263700,0,155,-3.86955,49.52788,357,357,2015-12-21T16:28:14,50
228263700,0,152,-3.869335,49.53658,359,356,2015-12-21T16:30:14,50
228263700,0,158,-3.869282,49.54531,1,358,2015-12-21T16:32:14,50
228263700,0,155,-3.868667,49.55401,1,357,2015-12-21T16:34:14,50
228263700,0,156,-3.868613,49.56358,359,357,2015-12-21T16:36:28,50
228263700,0,156,-3.868442,49.57239,0,357,2015-12-21T16:38:28,50
228263700,0,154,-3.869112,49.58106,354,352,2015-12-21T16:40:28,50
228263700,0,159,-3.870337,49.58982,357,352,2015-12-21T16:42:28,50
228263700,0,155,-3.87139,49.5991,355,351,2015-12-21T16:44:37,50
228263700,0,155,-3.873273,49.61211,354,352,2015-12-21T16:47:37,50
228263700,0,158,-3.875638,49.625,352,348,2015-12-21T16:50:37,50
228263700,0,163,-3.879327,49.63841,348,346,2015-12-21T16:53:37,50
228263700,0,161,-3.883088,49.65182,348,347,2015-12-21T16:56:37,50
228263700,0,159,-3.886607,49.66506,355,349,2015-12-21T16:59:37,50
228263700,0,159,-3.889897,49.67803,351,347,2015-12-21T17:02:37,50
228263700,0,160,-3.893647,49.69121,353,350,2015-12-21T17:05:38,50
228263700,0,162,-3.896225,49.70458,354,352,2015-12-21T17:08:38,50
228263700,0,162,-3.898833,49.71806,352,351,2015-12-21T17:11:40,50
228263700,0,162,-3.901242,49.7315,352,350,2015-12-21T17:14:40,50
228263700,0,162,-3.903763,49.74505,352,350,2015-12-21T17:17:40,50
228263700,0,159,-3.906523,49.75918,352,350,2015-12-21T17:20:50,50
228263700,0,160,-3.909068,49.77251,351,351,2015-12-21T17:23:50,50
228263700,0,159,-3.911513,49.78588,352,350,2015-12-21T17:26:50,50
228263700,0,159,-3.913987,49.79927,353,350,2015-12-21T17:29:50,50
228263700,0,162,-3.916657,49.81279,353,352,2015-12-21T17:32:50,50
228263700,0,160,-3.91921,49.82638,353,351,2015-12-21T17:35:52,50
228263700,0,160,-3.921628,49.83962,354,351,2015-12-21T17:38:52,50
228263700,0,163,-3.924232,49.85308,351,351,2015-12-21T17:41:52,50
228263700,0,162,-3.926977,49.8666,352,351,2015-12-21T17:44:52,50
228263700,0,158,-3.929555,49.88002,351,351,2015-12-21T17:47:52,50
228263700,0,162,-3.932837,49.8934,343,341,2015-12-21T17:50:52,50
228263700,0,164,-3.937845,49.90267,341,339,2015-12-21T17:53:02,50
228263700,0,167,-3.942798,49.91153,341,339,2015-12-21T17:55:03,50
228263700,0,166,-3.947873,49.92024,338,338,2015-12-21T17:57:03,50
228263700,0,165,-3.952893,49.92889,337,337,2015-12-21T17:59:03,50
228263700,0,164,-3.957882,49.93751,341,338,2015-12-21T18:01:03,50
228263700,0,167,-3.962953,49.94617,341,338,2015-12-21T18:03:03,50
228263700,0,163,-3.967837,49.95483,338,338,2015-12-21T18:05:03,50
228263700,0,163,-3.972812,49.96349,339,338,2015-12-21T18:07:04,50
228263700,0,165,-3.977857,49.97209,340,339,2015-12-21T18:09:04,50
228263700,0,163,-3.982858,49.98073,341,339,2015-12-21T18:11:04,50
228263700,0,164,-3.987737,49.9892,344,339,2015-12-21T18:13:04,50
228263700,0,160,-3.992702,49.99762,338,338,2015-12-21T18:15:04,50
228263700,0,161,-3.999252,50.00863,338,338,2015-12-21T18:17:40,50
228263700,0,162,-4.005075,50.01857,340,338,2015-12-21T18:20:02,50
228263700,0,161,-4.009962,50.027,339,338,2015-12-21T18:22:02,50
228263700,0,160,-4.014732,50.03543,341,339,2015-12-21T18:24:02,50
228263700,0,160,-4.020087,50.04471,338,337,2015-12-21T18:26:13,50
228263700,0,161,-4.025128,50.05314,338,338,2015-12-21T18:28:13,50
228263700,0,161,-4.03026,50.06161,340,338,2015-12-21T18:30:14,50
228263700,0,160,-4.035429,50.06996,339,337,2015-12-21T18:32:14,50
228263700,0,158,-4.04056,50.07821,337,338,2015-12-21T18:34:14,50
228263700,0,161,-4.045673,50.08668,339,338,2015-12-21T18:36:14,50
228263700,0,160,-4.050798,50.09504,339,338,2015-12-21T18:38:14,50
228263700,0,154,-4.055792,50.10321,338,338,2015-12-21T18:40:14,50
228263700,0,150,-4.060616,50.11109,338,338,2015-12-21T18:42:14,50
228263700,0,148,-4.065345,50.11889,341,339,2015-12-21T18:44:14,50
228263700,0,152,-4.070058,50.12678,338,338,2015-12-21T18:46:14,50
228263700,0,153,-4.074837,50.13477,340,338,2015-12-21T18:48:14,50
228263700,0,153,-4.079748,50.14279,337,338,2015-12-21T18:50:14,50
228263700,0,154,-4.084522,50.15091,339,339,2015-12-21T18:52:14,50
228263700,0,155,-4.089355,50.15907,340,339,2015-12-21T18:54:14,50
228263700,0,154,-4.094312,50.16724,339,338,2015-12-21T18:56:14,50
228263700,0,156,-4.099408,50.17529,338,338,2015-12-21T18:58:14,50
228263700,0,157,-4.104478,50.18358,339,338,2015-12-21T19:00:14,50
228263700,0,154,-4.10941,50.19157,337,338,2015-12-21T19:02:14,50
228263700,0,155,-4.109551,50.19176,336,337,2015-12-21T19:02:14,50
228263700,0,156,-4.114498,50.19995,342,339,2015-12-21T19:04:14,50
228263700,0,156,-4.114498,50.19995,342,339,2015-12-21T19:04:14,50
228263700,0,154,-4.119323,50.208,340,338,2015-12-21T19:06:14,50
228263700,0,154,-4.119323,50.208,340,338,2015-12-21T19:06:14,50
228263700,0,153,-4.124205,50.21606,341,339,2015-12-21T19:08:14,50
228263700,0,153,-4.124205,50.21606,341,339,2015-12-21T19:08:14,50
228263700,0,153,-4.129042,50.22413,340,339,2015-12-21T19:10:14,50
228263700,0,153,-4.129042,50.22413,340,339,2015-12-21T19:10:14,50
228263700,0,113,-4.132797,50.23091,341,341,2015-12-21T19:12:14,50
228263700,0,113,-4.132797,50.23091,341,341,2015-12-21T19:12:14,50
228263700,0,139,-4.136883,50.23756,338,337,2015-12-21T19:14:14,50
228263700,0,177,-4.14284,50.24613,337,337,2015-12-21T19:16:16,50
228263700,0,183,-4.14921,50.25546,338,337,2015-12-21T19:18:16,50
228263700,0,189,-4.15548,50.26503,336,338,2015-12-21T19:20:16,50
228263700,0,192,-4.16159,50.27502,338,338,2015-12-21T19:22:16,50
228263700,0,191,-4.167345,50.28518,347,345,2015-12-21T19:24:16,50
228263700,0,183,-4.170115,50.29537,351,352,2015-12-21T19:26:16,50
228263700,0,183,-4.172862,50.30547,351,351,2015-12-21T19:28:16,50
228263700,0,183,-4.172862,50.30547,351,351,2015-12-21T19:28:16,50
228263700,0,176,-4.17552,50.31524,354,352,2015-12-21T19:30:16,50
228263700,0,150,-4.1755,50.32425,8,7,2015-12-21T19:32:16,50
228263700,0,124,-4.171377,50.33099,37,38,2015-12-21T19:34:16,50
228263700,0,123,-4.163942,50.33595,49,50,2015-12-21T19:36:16,50
228263700,0,102,-4.155527,50.33949,60,61,2015-12-21T19:38:21,50
228263700,0,98,-4.148887,50.34297,46,45,2015-12-21T19:40:21,50
228263700,0,99,-4.142783,50.34691,37,38,2015-12-21T19:42:21,50
228263700,0,94,-4.141212,50.35198,350,350,2015-12-21T19:44:21,50
228263700,0,86,-4.144289,50.35659,333,332,2015-12-21T19:46:21,50
228263700,0,61,-4.147607,50.35987,314,313,2015-12-21T19:48:21,50
228263700,0,41,-4.15125,50.3612,283,277,2015-12-21T19:50:21,50
228263700,0,5,-4.154393,50.36106,209,221,2015-12-21T19:52:55,50
228263700,0,17,-4.153858,50.36249,330,141,2015-12-21T19:56:43,50
228263700,0,2,-4.155213,50.36308,297,144,2015-12-21T20:00:32,50
228263700,0,0,-4.155388,50.36321,145,145,2015-12-21T20:22:52,50
228263700,0,0,-4.155396,50.36321,144,144,2015-12-21T20:46:23,50
228263700,5,0,-4.155393,50.36321,144,144,2015-12-21T21:07:55,50
228263700,0,0,-4.155396,50.36322,144,145,2015-12-21T21:30:24,50
228263700,0,8,-4.155218,50.36315,119,142,2015-12-21T21:49:46,50
228263700,0,53,-4.152527,50.36125,131,136,2015-12-21T21:52:44,50
228263700,0,95,-4.143728,50.35661,148,149,2015-12-21T21:55:50,50
228263700,0,95,-4.141907,50.34874,197,196,2015-12-21T21:58:53,50
228263700,0,102,-4.149422,50.34236,233,232,2015-12-21T22:01:53,50
228263700,0,103,-4.157953,50.33843,235,234,2015-12-21T22:04:13,50
228263700,0,92,-4.16453,50.33502,224,222,2015-12-21T22:06:14,50
228263700,0,115,-4.169798,50.3301,202,202,2015-12-21T22:08:16,50
228263700,0,135,-4.173215,50.32333,197,196,2015-12-21T22:10:16,50
228263700,0,142,-4.17631,50.31105,186,186,2015-12-21T22:13:23,50
228263700,0,143,-4.178027,50.30153,186,186,2015-12-21T22:15:47,50
228263700,0,141,-4.180173,50.28942,187,185,2015-12-21T22:18:53,50
228263700,0,136,-4.182205,50.27778,186,185,2015-12-21T22:21:53,50
228263700,0,141,-4.184448,50.26586,187,186,2015-12-21T22:24:59,50
228263700,0,140,-4.186782,50.25402,186,185,2015-12-21T22:27:59,50
228263700,0,106,-4.188755,50.24332,187,186,2015-12-21T22:30:59,50
228263700,0,35,-4.190233,50.23812,186,186,2015-12-21T22:34:03,50
228263700,0,22,-4.188165,50.23659,88,136,2015-12-21T22:37:53,50
228263700,0,21,-4.184532,50.23676,80,125,2015-12-21T22:41:43,50
228263700,0,18,-4.181408,50.23713,75,125,2015-12-21T22:45:34,50
228263700,0,25,-4.177775,50.23723,99,131,2015-12-21T22:49:24,50
228263700,0,39,-4.175055,50.23643,130,147,2015-12-21T22:51:33,50
228263700,0,64,-4.175335,50.23221,245,238,2015-12-21T22:54:43,50
228263700,0,87,-4.185398,50.23291,281,271,2015-12-21T22:57:43,50
228263700,0,116,-4.199175,50.2339,271,264,2015-12-21T23:00:43,50
228263700,0,128,-4.214905,50.23365,270,265,2015-12-21T23:03:43,50
228263700,0,131,-4.231907,50.23382,271,266,2015-12-21T23:06:43,50
228263700,0,131,-4.24915,50.23392,272,266,2015-12-21T23:09:43,50
228263700,0,134,-4.266368,50.23451,276,270,2015-12-21T23:12:43,50
228263700,0,134,-4.283848,50.23549,277,271,2015-12-21T23:15:43,50
228263700,0,134,-4.301178,50.23645,277,271,2015-12-21T23:18:43,50
228263700,0,134,-4.318573,50.23746,276,271,2015-12-21T23:21:44,50
228263700,0,134,-4.318573,50.23746,276,271,2015-12-21T23:21:44,50
228263700,0,131,-4.33558,50.23851,277,271,2015-12-21T23:24:44,50
228263700,0,128,-4.35232,50.23954,276,270,2015-12-21T23:27:44,50
228263700,0,131,-4.370303,50.24058,275,270,2015-12-21T23:30:54,50
228263700,0,131,-4.370303,50.24058,275,270,2015-12-21T23:30:54,50
228263700,0,131,-4.38734,50.24151,278,271,2015-12-21T23:33:56,50
228263700,0,127,-4.396574,50.24161,268,262,2015-12-21T23:36:01,50
228263700,0,128,-4.410343,50.2408,265,260,2015-12-21T23:38:03,50
228263700,0,128,-4.421463,50.24007,264,260,2015-12-21T23:40:03,50
228263700,0,128,-4.432443,50.23938,265,260,2015-12-21T23:42:03,50
228263700,0,127,-4.443471,50.23876,266,260,2015-12-21T23:44:03,50
228263700,0,128,-4.454462,50.23815,267,261,2015-12-21T23:46:03,50
228263700,0,129,-4.465589,50.23747,268,261,2015-12-21T23:48:03,50
228263700,0,126,-4.476583,50.23693,266,260,2015-12-21T23:50:03,50
228263700,0,128,-4.487633,50.23628,265,260,2015-12-21T23:52:03,50
228263700,0,126,-4.498713,50.23565,266,260,2015-12-21T23:54:04,50
228263700,0,126,-4.509683,50.23502,267,260,2015-12-21T23:56:04,50
228263700,0,124,-4.522665,50.2329,253,248,2015-12-21T23:58:33,50
228263700,0,125,-4.538205,50.22958,254,248,2015-12-22T00:01:33,50
228263700,0,126,-4.553593,50.22635,253,248,2015-12-22T00:04:33,50
228263700,0,124,-4.568898,50.22268,244,241,2015-12-22T00:07:33,50
228263700,0,125,-4.583406,50.21784,244,240,2015-12-22T00:10:34,50
228263700,0,123,-4.59761,50.21308,244,240,2015-12-22T00:13:34,50
228263700,0,122,-4.611973,50.20835,243,240,2015-12-22T00:16:35,50
228263700,0,122,-4.625528,50.20295,237,235,2015-12-22T00:19:35,50
228263700,0,121,-4.638847,50.19741,237,235,2015-12-22T00:22:35,50
228263700,0,117,-4.652115,50.19188,238,235,2015-12-22T00:25:35,50
228263700,0,121,-4.665088,50.18656,238,235,2015-12-22T00:28:35,50
228263700,0,120,-4.67836,50.18105,237,235,2015-12-22T00:31:35,50
228263700,0,122,-4.691595,50.17546,237,235,2015-12-22T00:34:35,50
228263700,0,119,-4.704875,50.17002,238,235,2015-12-22T00:37:35,50
228263700,0,121,-4.718187,50.16453,238,235,2015-12-22T00:40:35,50
228263700,0,123,-4.731592,50.159,238,235,2015-12-22T00:43:35,50
228263700,0,122,-4.745045,50.15353,239,235,2015-12-22T00:46:35,50
228263700,0,120,-4.75701,50.14712,224,223,2015-12-22T00:49:35,50
228263700,0,121,-4.762822,50.13757,174,179,2015-12-22T00:52:45,50
228263700,0,133,-4.756223,50.12771,154,164,2015-12-22T00:55:45,50
228263700,0,139,-4.747869,50.11767,154,161,2015-12-22T00:58:45,50
228263700,0,142,-4.739673,50.10719,155,163,2015-12-22T01:01:45,50
228263700,0,142,-4.730854,50.09575,155,163,2015-12-22T01:04:58,50
228263700,0,141,-4.722485,50.08508,156,164,2015-12-22T01:07:59,50
228263700,0,142,-4.71668,50.0778,153,162,2015-12-22T01:10:03,50
228263700,0,142,-4.70924,50.06864,155,163,2015-12-22T01:12:39,50
228263700,0,142,-4.699847,50.05684,155,163,2015-12-22T01:15:57,50
228263700,0,142,-4.693237,50.04868,154,163,2015-12-22T01:18:15,50
228263700,0,143,-4.687263,50.04121,154,163,2015-12-22T01:20:21,50
228263700,0,143,-4.679397,50.03117,153,163,2015-12-22T01:23:09,50
228263700,0,142,-4.673748,50.0241,153,162,2015-12-22T01:25:09,50
228263700,0,145,-4.667217,50.0159,155,163,2015-12-22T01:27:27,50
228263700,0,143,-4.660543,50.00781,153,162,2015-12-22T01:29:45,50
228263700,0,144,-4.650875,49.99618,155,163,2015-12-22T01:33:02,50
228263700,0,144,-4.644487,49.98871,151,162,2015-12-22T01:35:09,50
228263700,0,145,-4.615881,49.95785,152,160,2015-12-22T01:43:58,50
228263700,0,143,-4.606928,49.94769,152,162,2015-12-22T01:46:51,50
228263700,0,142,-4.599105,49.9387,152,162,2015-12-22T01:49:27,50
228263700,0,146,-4.593268,49.93203,152,162,2015-12-22T01:51:22,50
228263700,0,144,-4.586675,49.9246,150,161,2015-12-22T01:53:27,50
228263700,0,145,-4.557083,49.89061,151,161,2015-12-22T02:03:00,50
228263700,0,150,-4.530921,49.86702,145,155,2015-12-22T02:10:00,50
228263700,0,151,-4.494365,49.8361,142,153,2015-12-22T02:19:20,50
228263700,0,153,-4.487388,49.83029,143,154,2015-12-22T02:21:04,50
228263700,0,152,-4.473913,49.81924,143,153,2015-12-22T02:24:22,50
228263700,0,153,-4.466681,49.81317,144,153,2015-12-22T02:26:11,50
228263700,0,155,-4.457167,49.80525,141,153,2015-12-22T02:28:28,50
228263700,0,151,-4.446466,49.79624,143,154,2015-12-22T02:31:09,50
228263700,0,152,-4.438358,49.78956,145,154,2015-12-22T02:33:11,50
228263700,0,151,-4.426468,49.77971,143,153,2015-12-22T02:36:06,50
228263700,0,154,-4.418026,49.7728,141,152,2015-12-22T02:38:10,50
228263700,0,153,-4.409985,49.76601,144,153,2015-12-22T02:40:16,50
228263700,0,152,-4.397397,49.75544,145,153,2015-12-22T02:43:24,50
228263700,0,153,-4.388402,49.74812,141,152,2015-12-22T02:45:27,50
228263700,0,151,-4.379968,49.7411,143,153,2015-12-22T02:47:33,50
228263700,0,151,-4.367567,49.73065,142,153,2015-12-22T02:50:40,50
228263700,0,150,-4.355618,49.72061,143,153,2015-12-22T02:53:40,50
228263700,0,154,-4.343747,49.71045,145,154,2015-12-22T02:56:39,50
228263700,0,154,-4.331547,49.70042,141,152,2015-12-22T02:59:39,50
228263700,0,153,-4.31533,49.68708,144,153,2015-12-22T03:03:40,50
228263700,0,152,-4.303845,49.67774,142,154,2015-12-22T03:06:28,50
228263700,0,152,-4.295866,49.67109,141,153,2015-12-22T03:08:28,50
228263700,0,152,-4.287623,49.66411,144,153,2015-12-22T03:10:34,50
228263700,0,153,-4.274581,49.65283,143,154,2015-12-22T03:13:52,50
228263700,0,146,-4.266603,49.64542,149,159,2015-12-22T03:16:04,50
228263700,0,144,-4.257288,49.63578,151,162,2015-12-22T03:18:52,50
228263700,0,140,-4.246702,49.62177,161,171,2015-12-22T03:22:46,50
228263700,0,142,-4.241388,49.61161,161,171,2015-12-22T03:25:27,50
228263700,0,140,-4.237988,49.60531,163,172,2015-12-22T03:27:11,50
228263700,0,141,-4.23411,49.59754,164,173,2015-12-22T03:29:19,50
228263700,0,142,-4.229583,49.58848,164,173,2015-12-22T03:31:39,50
228263700,0,142,-4.223892,49.57968,157,166,2015-12-22T03:34:06,50
228263700,0,142,-4.209458,49.56042,154,165,2015-12-22T03:39:28,50
228263700,0,145,-4.201827,49.54999,157,165,2015-12-22T03:42:22,50
228263700,0,127,-4.193342,49.5394,150,160,2015-12-22T03:45:26,50
228263700,0,159,-4.18051,49.52709,144,155,2015-12-22T03:49:04,50
228263700,0,171,-4.172615,49.51859,157,165,2015-12-22T03:51:10,50
228263700,0,168,-4.167328,49.50925,163,170,2015-12-22T03:53:16,50
228263700,0,173,-4.162502,49.50019,161,167,2015-12-22T03:55:16,50
228263700,0,182,-4.156512,49.48997,161,167,2015-12-22T03:57:28,50
228263700,0,189,-4.150822,49.48007,161,167,2015-12-22T03:59:28,50
228263700,0,187,-4.145193,49.47034,159,166,2015-12-22T04:01:28,50
228263700,0,185,-4.139687,49.46058,164,167,2015-12-22T04:03:28,50
228263700,0,187,-4.134075,49.45083,159,166,2015-12-22T04:05:28,50
228263700,0,188,-4.12835,49.44047,161,167,2015-12-22T04:07:33,50
228263700,0,185,-4.119912,49.42538,160,166,2015-12-22T04:10:40,50
228263700,0,187,-4.111743,49.41085,161,167,2015-12-22T04:13:39,50
228263700,0,186,-4.10258,49.39431,161,167,2015-12-22T04:17:04,50
228263700,0,186,-4.095537,49.38166,161,167,2015-12-22T04:19:39,50
228263700,0,186,-4.088228,49.36778,162,167,2015-12-22T04:22:28,50
228263700,0,185,-4.081767,49.35631,161,166,2015-12-22T04:24:52,50
228263700,0,189,-4.06704,49.33209,158,163,2015-12-22T04:29:52,50
228263700,0,188,-4.026863,49.26995,158,163,2015-12-22T04:42:40,50
228263700,0,189,-4.01516,49.25119,159,163,2015-12-22T04:46:31,50
228263700,0,188,-4.0061,49.2367,161,163,2015-12-22T04:49:28,50
228263700,0,188,-3.999963,49.22694,157,162,2015-12-22T04:51:28,50
228263700,0,189,-3.993787,49.21715,159,163,2015-12-22T04:53:28,50
228263700,0,191,-3.98715,49.20632,158,163,2015-12-22T04:55:40,50
228263700,0,192,-3.979472,49.19337,161,164,2015-12-22T04:58:16,50
228263700,0,191,-3.973635,49.18336,160,163,2015-12-22T05:00:16,50
228263700,0,191,-3.964295,49.16751,160,163,2015-12-22T05:03:28,50
228263700,0,190,-3.95849,49.15758,160,163,2015-12-22T05:05:28,50
228263700,0,191,-3.952722,49.14753,162,164,2015-12-22T05:07:28,50
228263700,0,191,-3.946157,49.13777,152,155,2015-12-22T05:09:28,50
228263700,0,192,-3.937993,49.12851,152,155,2015-12-22T05:11:28,50
228263700,0,192,-3.929733,49.11908,151,155,2015-12-22T05:13:32,50
228263700,0,192,-3.917157,49.10452,152,154,2015-12-22T05:16:40,50
228263700,0,192,-3.898158,49.08198,155,158,2015-12-22T05:21:28,50
228263700,0,191,-3.891715,49.07232,165,166,2015-12-22T05:23:28,50
228263700,0,189,-3.887765,49.06096,168,169,2015-12-22T05:25:40,50
228263700,0,193,-3.854337,49.00465,157,160,2015-12-22T05:36:58,50
228263700,0,193,-3.833587,48.97109,157,160,2015-12-22T05:43:43,50
228263700,0,193,-3.82481,48.95672,159,161,2015-12-22T05:46:36,50
228263700,0,185,-3.838313,48.91845,203,203,2015-12-22T05:54:23,50
228263700,0,189,-3.849743,48.89993,203,203,2015-12-22T05:58:11,50
228263700,0,192,-3.861458,48.88124,202,203,2015-12-22T06:01:59,50
228263700,0,191,-3.872052,48.86465,204,203,2015-12-22T06:05:23,50
228263700,0,190,-3.878368,48.85487,203,203,2015-12-22T06:07:25,50
228263700,0,190,-3.883743,48.84658,204,203,2015-12-22T06:09:05,50
228263700,0,192,-3.894842,48.83059,206,205,2015-12-22T06:12:22,50
228263700,0,193,-3.903982,48.81797,207,207,2015-12-22T06:14:59,50
228263700,0,193,-3.912092,48.8081,210,208,2015-12-22T06:17:06,50
228263700,0,193,-3.921605,48.79682,207,206,2015-12-22T06:19:28,50
228263700,0,187,-3.928203,48.78589,200,198,2015-12-22T06:21:41,50
228263700,0,155,-3.935325,48.77223,198,196,2015-12-22T06:24:53,50
228263700,0,162,-3.939892,48.76321,197,195,2015-12-22T06:27:01,50
228263700,0,160,-3.944252,48.75197,197,194,2015-12-22T06:29:36,50
228263700,0,136,-3.948128,48.73697,194,194,2015-12-22T06:33:11,50
228263700,0,95,-3.950673,48.72871,200,200,2015-12-22T06:35:59,50
228263700,0,67,-3.954222,48.72449,208,208,2015-12-22T06:38:12,50
228263700,0,37,-3.957163,48.72131,229,225,2015-12-22T06:41:08,50
228263700,0,17,-3.962768,48.71889,201,234,2015-12-22T06:45:46,50
228263700,0,5,-3.962313,48.72049,348,137,2015-12-22T06:51:39,50
228263700,0,0,-3.962372,48.72057,136,137,2015-12-22T06:55:09,50
