Timestamp,Source,Speed (kn),,Longitude (°),Latitude (°),lon2,lat2,Course (°)
2018-02-16 16:26 (UTC),Terr-AIS,12.1,,-3.9896,49.29662,,,359
2018-02-16 16:28 (UTC),Terr-AIS,12.8,,-3.989702,49.3049,,,358
2018-02-16 16:30 (UTC),Terr-AIS,14.8,,-3.989938,49.31391,-3.984444,49.302222,358
2018-02-16 16:33 (UTC),Terr-AIS,15.5,,-3.991,49.32445,-4.000278,49.402222,355
2018-02-16 16:35 (UTC),Terr-AIS,16.1,,-3.992725,49.33507,,,354
2018-02-16 16:38 (UTC),Terr-AIS,16.2,,-3.994793,49.34754,,,355
2018-02-16 16:40 (UTC),Terr-AIS,16.1,,-3.996363,49.35747,,,353
2018-02-16 16:43 (UTC),Terr-AIS,14,,-3.997823,49.36753,,,356
2018-02-16 16:45 (UTC),Terr-AIS,12.7,,-3.998922,49.3769,,,356
2018-02-16 16:48 (UTC),Terr-AIS,13.4,,-4.000043,49.3874,,,356
2018-02-16 16:52 (UTC),Terr-AIS,18.1,,-4.00207,49.40532,,,359
2018-02-16 16:55 (UTC),Terr-AIS,20.6,,-4.002023,49.41981,,,359
2018-02-16 16:57 (UTC),Terr-AIS,20.6,,-4.00174,49.43242,,,359
2018-02-16 17:00 (UTC),Terr-AIS,20.5,,-4.001187,49.44743,,,1
2018-02-16 17:02 (UTC),Terr-AIS,20.5,,-4.000663,49.45937,,,0
2018-02-16 17:04 (UTC),Terr-AIS,20.4,,-4.000097,49.47206,,,359
2018-02-16 17:07 (UTC),Terr-AIS,20.5,,-3.999493,49.48746,,,1
2018-02-16 17:09 (UTC),Terr-AIS,20.5,,-3.999043,49.49946,,,2
2018-02-16 17:11 (UTC),Terr-AIS,20.4,,-3.998495,49.51198,,,0
2018-02-16 17:14 (UTC),Terr-AIS,20.4,,-3.997867,49.52735,,,1
2018-02-16 17:16 (UTC),Terr-AIS,20.4,,-3.997375,49.53982,,,2
2018-02-16 17:18 (UTC),Terr-AIS,20.3,,-3.996837,49.55342,,,0
2018-02-16 17:21 (UTC),Terr-AIS,20.4,,-3.996355,49.56644,,,0
2018-02-16 17:23 (UTC),Terr-AIS,20.1,,-3.997865,49.57876,,,351
2018-02-16 17:25 (UTC),Terr-AIS,20.1,,-4.001807,49.5931,,,350
2018-02-16 17:28 (UTC),Terr-AIS,20.4,,-4.005538,49.60583,,,349
2018-02-16 17:30 (UTC),Terr-AIS,20.1,,-4.009188,49.61855,-4.000833,49.600833,349
2018-02-16 17:33 (UTC),Terr-AIS,20.1,,-4.014615,49.63723,,,349
2018-02-16 17:36 (UTC),Terr-AIS,20.4,,-4.017199,49.64611,,,349
2018-02-16 17:38 (UTC),Terr-AIS,20.4,,-4.01928,49.65336,,,351
2018-02-16 17:40 (UTC),Terr-AIS,20.6,,-4.022133,49.66637,,,352
2018-02-16 17:42 (UTC),Terr-AIS,20.4,,-4.024032,49.67599,,,351
2018-02-16 17:44 (UTC),Terr-AIS,20.5,,-4.02642,49.68768,,,351
2018-02-16 17:46 (UTC),Terr-AIS,20.4,,-4.031165,49.70993,,,352
2018-02-16 17:49 (UTC),Terr-AIS,20.4,,-4.032357,49.71556,,,351
2018-02-16 17:51 (UTC),Terr-AIS,20.4,,-4.035112,49.7284,,,351
2018-02-16 17:53 (UTC),Terr-AIS,20.5,,-4.039247,49.74821,,,353
2018-02-16 17:57 (UTC),Terr-AIS,20.3,,-4.041769,49.76056,,,351
2018-02-16 17:59 (UTC),Terr-AIS,20.3,,-4.044525,49.77174,,,350
2018-02-16 18:01 (UTC),Terr-AIS,20.2,,-4.050221,49.7935,,,351
2018-02-16 18:05 (UTC),Terr-AIS,20.1,,-4.055275,49.81185,,,349
2018-02-16 18:07 (UTC),Terr-AIS,20.2,,-4.058414,49.82413,,,348
2018-02-16 18:09 (UTC),Terr-AIS,20.2,,-4.061598,49.83639,,,350
2018-02-16 18:11 (UTC),Terr-AIS,20.3,,-4.064917,49.84864,,,350
2018-02-16 18:15 (UTC),Terr-AIS,20.2,,-4.068112,49.8609,,,350
2018-02-16 18:17 (UTC),Terr-AIS,20.2,,-4.073595,49.88036,,,349
2018-02-16 18:19 (UTC),Terr-AIS,20.1,,-4.076965,49.89258,,,350
2018-02-16 18:22 (UTC),Terr-AIS,20.1,,-4.082129,49.91147,,,349
2018-02-16 18:25 (UTC),Terr-AIS,20.1,,-4.083615,49.91702,,,349
2018-02-16 18:27 (UTC),Terr-AIS,20.2,,-4.088915,49.93646,,,351
2018-02-16 18:29 (UTC),Terr-AIS,20.3,,-4.092185,49.9487,-4.084722,49.935833,350
2018-02-16 18:33 (UTC),Terr-AIS,20.2,,-4.097128,49.96766,,,351
2018-02-16 18:35 (UTC),Terr-AIS,20.2,,-4.099725,49.97989,,,351
2018-02-16 18:37 (UTC),Terr-AIS,20.1,,-4.102551,49.99288,,,352
2018-02-16 18:41 (UTC),Terr-AIS,20.3,,-4.106256,50.01255,,,353
2018-02-16 18:43 (UTC),Terr-AIS,20.2,,-4.108284,50.02435,,,352
2018-02-16 18:45 (UTC),Terr-AIS,20,,-4.110363,50.03601,,,352
2018-02-16 18:47 (UTC),Terr-AIS,20.1,,-4.112585,50.049,,,354
2018-02-16 18:50 (UTC),Terr-AIS,20.1,,-4.114925,50.06357,,,353
2018-02-16 18:52 (UTC),Terr-AIS,20.1,,-4.117092,50.07645,,,353
2018-02-16 18:54 (UTC),Terr-AIS,19.9,,-4.119135,50.08872,,,353
2018-02-16 18:58 (UTC),Terr-AIS,19.9,,-4.12309,50.10807,,,350
2018-02-16 19:00 (UTC),Terr-AIS,20,,-4.126025,50.12025,,,352
2018-02-16 19:02 (UTC),Terr-AIS,19.9,,-4.129042,50.13305,,,350
2018-02-16 19:06 (UTC),Terr-AIS,20.4,,-4.13359,50.15213,,,351
2018-02-16 19:08 (UTC),Terr-AIS,20.6,,-4.136605,50.16469,,,351
2018-02-16 19:10 (UTC),Terr-AIS,20.1,,-4.139423,50.17653,,,351
2018-02-16 19:12 (UTC),Terr-AIS,19.8,,-4.142558,50.18857,,,349
2018-02-16 19:15 (UTC),Terr-AIS,19.9,,-4.147233,50.20735,-4.145833,50.201944,351
2018-02-16 19:18 (UTC),Terr-AIS,19.8,,-4.150072,50.21887,,,350
2018-02-16 19:20 (UTC),Terr-AIS,19.8,,-4.153353,50.23159,,,350
2018-02-16 19:22 (UTC),Terr-AIS,19.9,,-4.156575,50.24471,,,349
2018-02-16 19:26 (UTC),Terr-AIS,20.1,,-4.161287,50.26302,,,350
2018-02-16 19:28 (UTC),Terr-AIS,20.1,,-4.164403,50.27524,,,351
2018-02-16 19:30 (UTC),Terr-AIS,20.1,,-4.1676,50.28735,,,349
2018-02-16 19:32 (UTC),Terr-AIS,19.9,,-4.170762,50.29959,,,349
2018-02-16 19:36 (UTC),Terr-AIS,15.9,,-4.17498,50.31713,,,351
2018-02-16 19:38 (UTC),Terr-AIS,10.8,,-4.174885,50.32453,,,9
2018-02-16 19:40 (UTC),Terr-AIS,9.2,,-4.172085,50.32981,,,35
2018-02-16 19:42 (UTC),Terr-AIS,11.3,,-4.165573,50.33484,,,46
2018-02-16 19:45 (UTC),Terr-AIS,10.2,,-4.153402,50.34142,,,42
2018-02-16 19:48 (UTC),Terr-AIS,10.3,,-4.14733,50.34622,,,35
2018-02-16 19:50 (UTC),Terr-AIS,9.5,,-4.143473,50.35145,,,5
2018-02-16 19:52 (UTC),Terr-AIS,7.8,,-4.144807,50.35644,,,337
2018-02-16 19:54 (UTC),Terr-AIS,6.3,,-4.148443,50.35944,,,299
2018-02-16 19:56 (UTC),Terr-AIS,4.8,,-4.153402,50.36141,,,322
2018-02-16 19:59 (UTC),Terr-AIS,3.2,,-4.154443,50.36261,,,334
2018-02-16 20:02 (UTC),Terr-AIS,0.4,,-4.156352,50.36407,,,296
2018-02-16 20:25 (UTC),Terr-AIS,0,,-4.15644,50.36414,,,322
