Timestamp,Source,Speed (kn),,Longitude (°),Latitude (°),lon2,lat2,Course (°)
2018-01-06 15:29 (UTC),Terr-AIS,18.2,,-4.05928707,49.4333801,-4.051944,49.434722,355
2018-01-06 15:31 (UTC),Terr-AIS,18.2,,-4.06113815,49.4454002,,,353
2018-01-06 15:35 (UTC),Terr-AIS,18.2,,-4.06372023,49.4620514,,,352
2018-01-06 15:37 (UTC),Terr-AIS,18.1,,-4.06541777,49.4731903,,,354
2018-01-06 15:39 (UTC),Terr-AIS,18,,-4.06734705,49.4847603,,,354
2018-01-06 15:42 (UTC),Terr-AIS,18.2,,-4.07008505,49.5017891,,,354
2018-01-06 15:45 (UTC),Terr-AIS,18.1,,-4.0717802,49.5129204,,,355
2018-01-06 15:47 (UTC),Terr-AIS,18.2,,-4.07350016,49.5241089,,,354
2018-01-06 15:49 (UTC),Terr-AIS,18.2,,-4.07543278,49.535759,,,355
2018-01-06 15:53 (UTC),Terr-AIS,18.4,,-4.07807398,49.5530586,,,354
2018-01-06 15:55 (UTC),Terr-AIS,18.3,,-4.07987022,49.5653381,,,353
2018-01-06 15:57 (UTC),Terr-AIS,18.3,,-4.08170319,49.5770187,,,353
2018-01-06 16:00 (UTC),Terr-AIS,18.4,,-4.08394098,49.5935097,,,355
2018-01-06 16:03 (UTC),Terr-AIS,18.5,,-4.08455801,49.5986595,,,354
2018-01-06 16:05 (UTC),Terr-AIS,18.4,,-4.0863452,49.6119499,,,354
2018-01-06 16:07 (UTC),Terr-AIS,18.3,,-4.08859015,49.6271706,,,354
2018-01-06 16:10 (UTC),Terr-AIS,19.1,,-4.09093904,49.644371,,,356
2018-01-06 16:13 (UTC),Terr-AIS,19,,-4.09243011,49.6560211,,,355
2018-01-06 16:15 (UTC),Terr-AIS,18.9,,-4.09435177,49.6681213,,,353
2018-01-06 16:17 (UTC),Terr-AIS,19,,-4.09623814,49.6801186,,,0
2018-01-06 16:21 (UTC),Terr-AIS,19.3,,-4.09595203,49.6919289,,,2
2018-01-06 16:23 (UTC),Terr-AIS,19.3,,-4.09457779,49.7107582,,,2
2018-01-06 16:25 (UTC),Terr-AIS,19.3,,-4.09377289,49.7225113,,,3
2018-01-06 16:28 (UTC),Terr-AIS,19.3,,-4.09249496,49.7400284,,,2
2018-01-06 16:31 (UTC),Terr-AIS,20.1,,-4.09192324,49.7463684,-4.083333,49.75,3
2018-01-06 16:33 (UTC),Terr-AIS,20.2,,-4.09167004,49.7650604,,,355
2018-01-06 16:35 (UTC),Terr-AIS,20.1,,-4.09375715,49.7779808,,,354
2018-01-06 16:38 (UTC),Terr-AIS,20.1,,-4.09706497,49.7969704,,,352
2018-01-06 16:41 (UTC),Terr-AIS,19.9,,-4.09793186,49.8019714,,,354
2018-01-06 16:43 (UTC),Terr-AIS,20.1,,-4.09981489,49.8134804,,,353
2018-01-06 16:45 (UTC),Terr-AIS,20,,-4.10340023,49.8342018,,,352
2018-01-06 16:49 (UTC),Terr-AIS,20.2,,-4.10534096,49.8464508,,,354
2018-01-06 16:51 (UTC),Terr-AIS,19,,-4.10829782,49.8642502,,,354
2018-01-06 16:53 (UTC),Terr-AIS,18.8,,-4.11047506,49.8758507,,,354
2018-01-06 16:55 (UTC),Terr-AIS,17.8,,-4.11270714,49.8875008,,,352
2018-01-06 16:59 (UTC),Terr-AIS,17.5,,-4.11473322,49.898201,,,353
2018-01-06 17:01 (UTC),Terr-AIS,17.6,,-4.11685705,49.90802,,,352
2018-01-06 17:03 (UTC),Terr-AIS,17.8,,-4.11882401,49.9178391,,,353
2018-01-06 17:05 (UTC),Terr-AIS,18.5,,-4.12264204,49.9372292,,,352
2018-01-06 17:08 (UTC),Terr-AIS,19.4,,-4.1249218,49.9499283,,,354
2018-01-06 17:10 (UTC),Terr-AIS,20.4,,-4.12697601,49.9622116,,,353
2018-01-06 17:12 (UTC),Terr-AIS,20.2,,-4.12894487,49.9745483,,,355
2018-01-06 17:15 (UTC),Terr-AIS,20.4,,-4.1318078,49.9927902,,,353
2018-01-06 17:18 (UTC),Terr-AIS,20.4,,-4.13391399,50.0058708,,,353
2018-01-06 17:20 (UTC),Terr-AIS,20.5,,-4.13597488,50.0189781,,,354
2018-01-06 17:22 (UTC),Terr-AIS,20.4,,-4.13782787,50.0309296,,,355
2018-01-06 17:24 (UTC),Terr-AIS,20.5,,-4.13980293,50.0440483,,,355
2018-01-06 17:27 (UTC),Terr-AIS,20.6,,-4.14243793,50.0623703,,,356
2018-01-06 17:30 (UTC),Terr-AIS,20.6,,-4.14433098,50.0755501,-4.15,50.1,354
2018-01-06 17:32 (UTC),Terr-AIS,20.6,,-4.14618206,50.0881882,,,355
2018-01-06 17:34 (UTC),Terr-AIS,20.7,,-4.14954519,50.1001511,,,348
2018-01-06 17:37 (UTC),Terr-AIS,20.7,,-4.15587997,50.117691,,,347
2018-01-06 17:41 (UTC),Terr-AIS,20.6,,-4.16289186,50.136879,,,346
2018-01-06 17:43 (UTC),Terr-AIS,20.5,,-4.1669569,50.1481018,,,347
2018-01-06 17:45 (UTC),Terr-AIS,20.5,,-4.1714282,50.1604309,,,347
2018-01-06 17:47 (UTC),Terr-AIS,20.5,,-4.17541218,50.1716385,,,347
2018-01-06 17:49 (UTC),Terr-AIS,20.5,,-4.17971516,50.1833382,,,348
2018-01-06 17:51 (UTC),Terr-AIS,20.4,,-4.18186283,50.1953583,,,355
2018-01-06 17:54 (UTC),Terr-AIS,20.3,,-4.18252707,50.2141914,,,2
2018-01-06 17:57 (UTC),Terr-AIS,20.4,,-4.18219185,50.2204819,,,1
2018-01-06 17:59 (UTC),Terr-AIS,20.4,,-4.18103504,50.2399712,-4.168889,50.25,3
2018-01-06 18:01 (UTC),Terr-AIS,20.6,,-4.18044996,50.2520714,,,2
2018-01-06 18:03 (UTC),Terr-AIS,20.6,,-4.17986012,50.264061,,,1
2018-01-06 18:07 (UTC),Terr-AIS,20.8,,-4.17906189,50.2779999,,,2
2018-01-06 18:09 (UTC),Terr-AIS,20.9,,-4.17761517,50.2971916,,,4
2018-01-06 18:11 (UTC),Terr-AIS,18.6,,-4.17636299,50.309269,,,5
2018-01-06 18:13 (UTC),Terr-AIS,15.6,,-4.1751399,50.3207016,,,4
2018-01-06 18:16 (UTC),Terr-AIS,12.2,,-4.17338514,50.3287811,,,26
2018-01-06 18:18 (UTC),Terr-AIS,11.4,,-4.16708183,50.3341484,,,44
2018-01-06 18:20 (UTC),Terr-AIS,9.8,,-4.15976095,50.3380318,,,54
2018-01-06 18:22 (UTC),Terr-AIS,9.6,,-4.15286398,50.3415298,,,46
2018-01-06 18:24 (UTC),Terr-AIS,9.4,,-4.14679813,50.3464317,,,32
2018-01-06 18:27 (UTC),Terr-AIS,8.4,,-4.14331198,50.3538513,,,350
2018-01-06 18:30 (UTC),Terr-AIS,7.5,,-4.14811277,50.3594284,,,312
2018-01-06 18:34 (UTC),Terr-AIS,0.3,,-4.15393686,50.3604584,,,54
2018-01-06 18:38 (UTC),Terr-AIS,1.6,,-4.15439796,50.3626289,,,332
2018-01-06 18:41 (UTC),Terr-AIS,1.2,,-4.15470219,50.3629189,,,321
2018-01-06 18:43 (UTC),Terr-AIS,0.3,,-4.1553278,50.3631516,,,324
2018-01-06 19:03 (UTC),Terr-AIS,0,,-4.15539312,50.3632011,,,144
